Stkcd,Trdmnt,Opndt,Mopnprc,Clsdt,Mclsprc,Ndaytrd,Mretwd,Mretwd_scaled
600497,21-Nov,1,4.94,30,5.01,22,0.016227,-0.384847
600497,21-Dec,1,5,31,4.99,23,-0.003992,-0.407949
600497,22-Jan,4,5.01,28,4.71,19,-0.056112,0.293474
600497,22-Feb,7,4.77,28,5.29,16,0.123142,0.780158
600497,22-Mar,1,5.31,31,5.15,23,-0.026465,0.08606
600497,22-Apr,1,5.1,29,5.11,19,-0.007767,0.888196
600497,22-May,5,5.06,31,4.94,19,-0.033268,-1.27345
600497,22-Jun,1,4.9,30,5.19,21,0.050607,-0.128485
600497,22-Jul,1,5.18,29,5.43,21,0.070386,0.437704
600497,22-Aug,1,5.43,31,5.41,23,-0.003683,0.203012
600497,22-Sep,1,5.39,30,5.21,21,-0.036969,0.477607
600497,22-Oct,10,5.24,31,4.78,16,-0.082534,-0.788222
600497,22-Nov,1,4.73,30,5.28,22,0.104603,0.144228
600497,22-Dec,1,5.37,30,5.06,22,-0.041667,-0.087134
600497,23-Jan,3,5.06,31,5.47,16,0.081028,0.167655
600497,23-Feb,1,5.49,28,5.47,20,0,-0.453148
600497,23-Mar,1,5.47,31,5.18,23,-0.053016,-0.321367
600497,23-Apr,3,5.19,28,5.45,19,0.052124,0.476768
600497,23-May,4,5.42,31,5.16,20,-0.053211,-0.432297
600497,23-Jun,1,5.15,30,5.02,20,-0.003876,-0.315759
600497,23-Jul,3,5.03,31,5.66,21,0.12749,0.982349
600497,23-Aug,1,5.66,31,5.25,23,-0.072438,-0.283622
600497,23-Sep,1,5.25,28,5.29,20,0.007619,0.092023
600497,23-Oct,9,5.3,31,5.17,17,-0.022684,-0.075686
600497,23-Nov,1,5.19,30,5.04,22,-0.025145,-0.611799
600497,23-Dec,1,5.04,29,5.05,21,0.001984,0.284275
600497,24-Jan,2,5.05,31,4.66,22,-0.077228,0.436802
600497,24-Feb,1,4.62,29,5.15,15,0.10515,0.441528
600497,24-Mar,1,5.14,29,5.67,21,0.100971,0.528595
600497,24-Apr,1,5.68,30,5.74,20,0.012346,0.11087
600497,24-May,6,5.75,31,5.75,20,0.001742,0.135379
600497,24-Jun,3,5.71,28,5.34,19,-0.047048,0.454035
600497,24-Jul,1,5.37,31,5.4,23,0.011236,0.002117
600497,24-Aug,1,5.45,30,5.04,22,-0.066667,-0.333804
600497,24-Sep,2,5,30,5.73,19,0.136905,-0.746321
600497,24-Oct,8,6.3,31,5.78,18,0.008726,-0.183904
600497,24-Nov,1,5.78,29,5.82,21,0.00692,-0.200313
600497,24-Dec,2,5.78,31,5.57,22,-0.042955,-0.103928
600498,20-Jan,2,27.59,23,26,16,-0.052823,-0.495037
600498,20-Feb,3,23.4,28,29.98,20,0.153077,1.437605
600498,20-Mar,2,31.31,31,33.04,22,0.102068,1.063549
600498,20-Apr,1,32.66,30,31.8,21,-0.03753,-0.658165
600498,20-May,6,31.45,29,27.95,18,-0.121069,-1.276627
600498,20-Jun,1,28.36,30,28.91,20,0.034347,-0.23665
600498,20-Jul,1,28.98,31,28.39,23,-0.006402,-0.7787
600498,20-Aug,3,28.47,31,26.3,21,-0.073617,-0.82546
600498,20-Sep,1,26.28,30,23.76,22,-0.096578,-0.269886
600498,20-Oct,9,24,30,23.61,16,-0.006313,0.0156
600498,20-Nov,2,23.95,30,24.86,21,0.052944,0.051314
600498,20-Dec,1,24.97,31,24.08,23,-0.031376,-0.142304
600498,21-Jan,4,23.65,29,20.06,20,-0.166944,-0.911005
600498,21-Feb,1,20.11,26,19.14,15,-0.045862,-0.773262
600498,21-Mar,1,19.18,31,18.4,23,-0.038662,-0.531873
600498,21-Apr,1,18.52,30,17.85,21,-0.029891,-0.323063
600498,21-May,6,17.8,31,18.09,18,0.013445,-0.384389
600498,21-Jun,1,18.1,30,18.63,21,0.029851,0.107741
600498,21-Jul,1,18.63,30,19.87,22,0.071196,0.517542
600498,21-Aug,2,19.92,31,18.18,22,-0.085053,-1.013982
600498,21-Sep,1,18.18,30,17.64,20,-0.029703,-0.217667
600498,21-Oct,8,17.74,29,17.23,16,-0.023243,0.006554
600498,21-Nov,1,17.23,30,17.75,22,0.03018,-0.292722
600498,21-Dec,1,17.76,31,17.98,23,0.012958,-0.266537
600498,22-Jan,4,17.99,28,16.35,19,-0.090656,-0.074545
600498,22-Feb,7,16.65,28,17.2,16,0.051988,0.034006
600498,22-Mar,1,17.2,31,15.13,23,-0.120349,-0.525562
600498,22-Apr,1,15.13,29,13.43,19,-0.11236,0.014911
600498,22-May,5,13.15,31,14.14,19,0.052867,-0.474434
600498,22-Jun,1,14.13,30,14.48,21,0.024045,-0.356189
600498,22-Jul,1,14.5,29,14.44,21,0.003086,-0.080008
600498,22-Aug,1,14.43,31,14.39,23,-0.003463,0.20534
600498,22-Sep,1,14.39,30,12.42,21,-0.136901,-0.771695
600498,22-Oct,10,12.41,31,13.78,16,0.109501,0.761623
600498,22-Nov,1,13.78,30,13.69,22,-0.006531,-0.876057
600498,22-Dec,1,13.82,30,13.14,22,-0.040175,-0.069725
600498,23-Jan,3,13.15,31,14.05,16,0.069254,0.02335
600498,23-Feb,1,14.1,28,16.68,20,0.187189,1.960169
600498,23-Mar,1,16.68,31,19.6,23,0.17506,1.760941
600498,23-Apr,3,19.99,28,20.45,19,0.043367,0.405196
600498,23-May,4,20.16,31,19.55,20,-0.04401,-0.33517
600498,23-Jun,1,19.52,30,20.37,20,0.041944,0.177272
600498,23-Jul,3,20.61,31,17.71,21,-0.125578,-1.601151
600498,23-Aug,1,17.88,31,17.78,23,0.003953,0.629449
600498,23-Sep,1,17.61,28,19.55,20,0.09955,1.334743
600498,23-Oct,9,19.61,31,17.97,17,-0.080818,-0.584581
600498,23-Nov,1,18.05,30,17.82,22,-0.008347,-0.423407
600498,23-Dec,1,17.79,29,16.64,21,-0.066218,-0.591223
600498,24-Jan,2,16.7,31,13.34,22,-0.198317,-0.514641
600498,24-Feb,1,13.2,29,18.04,15,0.352324,2.749026
600498,24-Mar,1,17.89,29,17.93,21,-0.006098,-0.353159
600498,24-Apr,1,18.05,30,17.68,20,-0.013943,-0.180674
600498,24-May,6,17.93,31,16.09,20,-0.089932,-1.049461
600498,24-Jun,3,16.13,28,15.9,19,-0.011809,0.904298
600498,24-Jul,1,15.88,31,15.64,23,-0.008343,-0.150265
600498,24-Aug,1,15.69,30,14.45,22,-0.076087,-0.466183
600498,24-Sep,2,14.47,30,17.16,19,0.187543,-0.264776
600498,24-Oct,8,18.88,31,19.17,18,0.117133,0.486142
600498,24-Nov,1,18.8,29,18.23,21,-0.049035,-0.53493
600498,24-Dec,2,18.38,31,19.46,22,0.067471,0.921006
600499,20-Jan,2,4.36,23,4.63,16,0.069284,0.520157
600499,20-Feb,3,4.17,28,5.06,20,0.092873,0.928532
600499,20-Mar,2,5.07,31,4.16,22,-0.177866,-1.175142
600499,20-Apr,1,4.18,30,4.09,21,-0.016827,-0.473113
600499,20-May,6,4.11,29,4.02,18,-0.017115,-0.40573
600499,20-Jun,1,4.05,30,4.12,20,0.024876,-0.311783
600499,20-Jul,1,4.12,31,4.61,23,0.118932,-0.063943
600499,20-Aug,3,4.6,31,4.45,21,-0.034707,-0.516058
600499,20-Sep,1,4.46,30,4.08,22,-0.083146,-0.096842
600499,20-Oct,9,4.12,30,4.16,16,0.019608,0.341555
600499,20-Nov,2,4.18,30,5.33,21,0.28125,2.186533
600499,20-Dec,1,5.35,31,7.01,23,0.315197,2.225715
600499,21-Jan,4,7.08,29,9.94,20,0.417974,3.708658
600499,21-Feb,1,9.5,26,7.87,15,-0.20825,-2.381295
600499,21-Mar,1,7.93,31,10.85,23,0.378653,3.150612
600499,21-Apr,1,10.95,30,13.2,21,0.21659,1.843158
600499,21-May,6,13.72,31,16.07,18,0.217424,1.198741
600499,21-Jun,1,16.2,30,14.4,21,-0.096758,-0.950323
600499,21-Jul,1,14.55,30,18.73,22,0.300694,1.959392
600499,21-Aug,2,20.6,31,19.82,22,0.058195,-0.117206
600499,21-Sep,1,19.94,30,16.99,20,-0.142785,-1.071007
600499,21-Oct,8,17.45,29,20.01,16,0.177752,1.94821
600499,21-Nov,1,20.02,30,24.49,22,0.223888,0.986238
600499,21-Dec,1,24.49,31,24.82,23,0.013475,-0.262223
600499,22-Jan,4,25,28,18.06,19,-0.272361,-2.010359
600499,22-Feb,7,18.62,28,23,16,0.273533,2.357224
600499,22-Mar,1,22.98,31,18.01,23,-0.216957,-1.154931
600499,22-Apr,1,17.6,29,14.32,19,-0.204886,-0.757623
600499,22-May,5,14.38,31,15.35,19,0.085515,-0.17158
600499,22-Jun,1,15.32,30,20.64,21,0.344625,2.392
600499,22-Jul,1,20.51,29,20.1,21,-0.026163,-0.305009
600499,22-Aug,1,20.08,31,18.2,23,-0.094527,-0.758496
600499,22-Sep,1,17.98,30,16.74,21,-0.08022,-0.063096
600499,22-Oct,10,16.69,31,15.57,16,-0.069892,-0.686193
600499,22-Nov,1,15.5,30,15.99,22,0.026975,-0.568449
600499,22-Dec,1,16.06,30,14.21,22,-0.11132,-0.899845
600499,23-Jan,3,14.22,31,16.03,16,0.128079,0.744325
600499,23-Feb,1,16.09,28,16.39,20,0.022458,-0.16361
600499,23-Mar,1,16.39,31,14.43,23,-0.119585,-0.929134
600499,23-Apr,3,14.35,28,12.55,19,-0.130284,-1.014063
600499,23-May,4,12.55,31,10.61,20,-0.102509,-0.952694
600499,23-Jun,1,10.62,30,11.36,20,0.070688,0.486562
600499,23-Jul,3,11.36,31,11.37,21,0.00088,-0.310177
600499,23-Aug,1,11.42,31,10.06,23,-0.115215,-0.794919
600499,23-Sep,1,10.1,28,11.63,20,0.156064,2.098697
600499,23-Oct,9,11.63,31,10.89,17,-0.063629,-0.434111
600499,23-Nov,1,10.9,30,9.99,22,-0.082645,-1.256671
600499,23-Dec,1,9.98,29,10.55,21,0.056056,0.978388
600499,24-Jan,2,10.51,31,10.83,22,0.02654,1.252147
600499,24-Feb,1,10.8,29,12.02,15,0.10988,0.485685
600499,24-Mar,1,12,29,10.53,21,-0.12396,-1.323798
600499,24-Apr,1,10.55,30,10.13,20,-0.037987,-0.447322
600499,24-May,6,10.25,31,9.66,20,-0.046397,-0.486793
600499,24-Jun,3,9.63,28,8.43,19,-0.127329,-0.571749
600499,24-Jul,1,8.43,31,7.19,23,-0.110824,-0.947871
600499,24-Aug,1,7.18,30,7.01,22,-0.025035,0.251251
600499,24-Sep,2,7.01,30,8.69,19,0.239658,0.230815
600499,24-Oct,8,9.55,31,8.42,18,-0.03107,-0.429876
600499,24-Nov,1,8.39,29,8.56,21,0.016627,-0.142264
600499,24-Dec,2,8.56,31,7.8,22,-0.088785,-0.529305
600500,20-Jan,2,5.33,23,5.21,16,-0.016981,-0.197048
600500,20-Feb,3,4.76,28,5.78,20,0.109405,1.068324
600500,20-Mar,2,5.96,31,5.12,22,-0.114187,-0.665888
600500,20-Apr,1,5.09,30,4.96,21,-0.03125,-0.602032
600500,20-May,6,4.94,29,4.96,18,0,-0.262345
600500,20-Jun,1,5.03,30,5.06,20,0.051672,-0.099212
600500,20-Jul,1,5.08,31,5.68,23,0.12253,-0.043424
600500,20-Aug,3,5.71,31,5.57,21,-0.019366,-0.39407
600500,20-Sep,1,5.58,30,5.13,22,-0.078995,-0.043365
600500,20-Oct,9,5.2,30,5.23,16,0.019493,0.340109
600500,20-Nov,2,5.23,30,5.55,21,0.061185,0.128387
600500,20-Dec,1,5.55,31,5.27,23,-0.05045,-0.272631
600500,21-Jan,4,5.27,29,4.82,20,-0.085389,-0.266886
600500,21-Feb,1,4.81,26,5.09,15,0.056017,0.235587
600500,21-Mar,1,5.15,31,5.39,23,0.058939,0.329381
600500,21-Apr,1,5.93,30,5.58,21,0.03525,0.249435
600500,21-May,6,5.58,31,6.97,18,0.249104,1.444617
600500,21-Jun,1,6.92,30,7.86,21,0.12769,0.925376
600500,21-Jul,1,7.86,30,7.72,22,-0.012524,-0.008439
600500,21-Aug,2,7.72,31,11.37,22,0.472798,2.478336
600500,21-Sep,1,11.6,30,9.68,20,-0.148637,-1.115167
600500,21-Oct,8,9.79,29,9.08,16,-0.061983,-0.367682
600500,21-Nov,1,9,30,8.32,22,-0.0837,-1.044617
600500,21-Dec,1,8.28,31,8.56,23,0.028846,-0.133985
600500,22-Jan,4,8.56,28,7.56,19,-0.116822,-0.353307
600500,22-Feb,7,7.68,28,8.09,16,0.070106,0.223999
600500,22-Mar,1,8.12,31,6.93,23,-0.143387,-0.675647
600500,22-Apr,1,6.82,29,6.06,19,-0.125541,-0.095142
600500,22-May,5,6.04,31,6.64,19,0.09571,-0.077008
600500,22-Jun,1,6.61,30,6.65,21,0.001506,-0.549406
600500,22-Jul,1,6.65,29,6.5,21,-0.010434,-0.184012
600500,22-Aug,1,6.52,31,7.29,23,0.121538,1.528372
600500,22-Sep,1,7.29,30,6.78,21,-0.069959,0.065182
600500,22-Oct,10,6.8,31,6.91,16,0.019174,0.032627
600500,22-Nov,1,6.9,30,7.21,22,0.043415,-0.417519
600500,22-Dec,1,7.3,30,6.61,22,-0.083218,-0.571951
600500,23-Jan,3,6.61,31,7.13,16,0.078669,0.138742
600500,23-Feb,1,7.19,28,7.03,20,-0.014025,-0.633964
600500,23-Mar,1,7.04,31,6.74,23,-0.041252,-0.213963
600500,23-Apr,3,6.74,28,6.2,19,-0.080119,-0.604062
600500,23-May,4,6.17,31,5.96,20,-0.03871,-0.279223
600500,23-Jun,1,5.95,30,5.56,20,-0.067114,-0.996211
600500,23-Jul,3,5.57,31,5.75,21,0.06248,0.318681
600500,23-Aug,1,5.74,31,5.03,23,-0.125217,-0.914469
600500,23-Sep,1,5.04,28,5.03,20,0,-0.010971
600500,23-Oct,9,5.03,31,4.97,17,-0.011928,0.01847
600500,23-Nov,1,5,30,4.57,22,-0.080483,-1.232423
600500,23-Dec,1,4.57,29,4.42,21,-0.032823,-0.162537
600500,24-Jan,2,4.42,31,3.95,22,-0.106335,0.208097
600500,24-Feb,1,3.93,29,4.18,15,0.058228,0.003486
600500,24-Mar,1,4.17,29,4.05,21,-0.031101,-0.559068
600500,24-Apr,1,4.07,30,4.11,20,0.014815,0.138252
600500,24-May,6,4.15,31,3.95,20,-0.038929,-0.390273
600500,24-Jun,3,3.95,28,3.49,19,-0.116456,-0.43282
600500,24-Jul,1,3.5,31,3.81,23,0.091691,0.628295
600500,24-Aug,1,3.88,30,3.72,22,-0.023622,0.271108
600500,24-Sep,2,3.83,30,4.59,19,0.233871,0.175783
600500,24-Oct,8,5.04,31,4.24,18,-0.076253,-0.709145
600500,24-Nov,1,4.24,29,4.28,21,0.009434,-0.185279
600500,24-Dec,2,4.28,31,4.02,22,-0.060748,-0.269076
600501,20-Jan,2,7.9,23,8.58,16,0.098592,0.763823
600501,20-Feb,3,7.72,28,8.4,20,-0.020979,-0.034177
600501,20-Mar,2,8.45,31,7.8,22,-0.071429,-0.323943
600501,20-Apr,1,7.92,30,8.45,21,0.083333,0.422156
600501,20-May,6,8.3,29,8.8,18,0.04142,0.08466
600501,20-Jun,1,8.9,30,9.09,20,0.032955,-0.247693
600501,20-Jul,1,9.1,31,11.59,23,0.275027,0.826238
600501,20-Aug,3,11.66,31,12.25,21,0.056946,0.212744
600501,20-Sep,1,12.65,30,10.65,22,-0.130612,-0.708343
600501,20-Oct,9,10.76,30,9.61,16,-0.097653,-1.132996
600501,20-Nov,2,9.64,30,10.32,21,0.073881,0.247126
600501,20-Dec,1,10.22,31,10.36,23,0.003876,0.098561
600501,21-Jan,4,10.38,29,9.38,20,-0.094595,-0.339595
600501,21-Feb,1,9.28,26,8.94,15,-0.046908,-0.78362
600501,21-Mar,1,8.94,31,8.84,23,-0.011186,-0.289418
600501,21-Apr,1,8.88,30,8.56,21,-0.031674,-0.338733
600501,21-May,6,8.59,31,9.1,18,0.063084,0.000871
600501,21-Jun,1,9.11,30,9.03,21,-0.007692,-0.206004
600501,21-Jul,1,9.01,30,8.72,22,-0.03433,-0.145438
600501,21-Aug,2,8.69,31,10.1,22,0.158257,0.509213
600501,21-Sep,1,10.06,30,9.12,20,-0.09703,-0.72573
600501,21-Oct,8,9.17,29,9.03,16,-0.009868,0.13576
600501,21-Nov,1,9.02,30,10.53,22,0.166113,0.604778
600501,21-Dec,1,10.4,31,14.04,23,0.333333,2.406323
600501,22-Jan,4,14.05,28,10.97,19,-0.218661,-1.43826
600501,22-Feb,7,11.19,28,12.26,16,0.117593,0.721969
600501,22-Mar,1,12.23,31,11.75,23,-0.041599,-0.012533
600501,22-Apr,1,11.68,29,8.81,19,-0.250213,-1.136075
600501,22-May,5,8.87,31,12.06,19,0.368899,2.457184
600501,22-Jun,1,12.03,30,11.37,21,-0.057214,-1.052786
600501,22-Jul,1,11.35,29,12.59,21,0.1073,0.721669
600501,22-Aug,1,12.5,31,11.88,23,-0.056394,-0.35489
600501,22-Sep,1,11.95,30,10.5,21,-0.116162,-0.512426
600501,22-Oct,10,10.58,31,11.78,16,0.121905,0.861731
600501,22-Nov,1,11.7,30,12.37,22,0.050085,-0.356284
600501,22-Dec,1,12.45,30,10.98,22,-0.112369,-0.912085
600501,23-Jan,3,10.9,31,14.47,16,0.317851,3.070224
600501,23-Feb,1,14.6,28,17.26,20,0.192813,2.032676
600501,23-Mar,1,17.2,31,17.14,23,-0.006952,0.099192
600501,23-Apr,3,16.86,28,15.52,19,-0.094516,-0.721729
600501,23-May,4,15.08,31,14.47,20,-0.067655,-0.58477
600501,23-Jun,1,14.47,30,16.3,20,0.128622,1.109942
600501,23-Jul,3,16.18,31,14.82,21,-0.090798,-1.246092
600501,23-Aug,1,14.88,31,13.17,23,-0.111336,-0.748555
600501,23-Sep,1,13.24,28,13.2,20,0.002278,0.019823
600501,23-Oct,9,13.04,31,14.01,17,0.061364,0.660055
600501,23-Nov,1,13.88,30,14.14,22,0.009279,-0.225729
600501,23-Dec,1,14.15,29,13.68,21,-0.032532,-0.158801
600501,24-Jan,2,13.75,31,11.1,22,-0.188597,-0.438267
600501,24-Feb,1,10.9,29,11.68,15,0.052252,-0.052303
600501,24-Mar,1,11.86,29,12.7,21,0.087329,0.416248
600501,24-Apr,1,12.65,30,11.8,20,-0.070866,-0.81195
600501,24-May,6,11.8,31,17.13,20,0.451695,5.950791
600501,24-Jun,3,17.88,28,12.87,19,-0.248686,-2.122378
600501,24-Jul,1,12.93,31,19.07,23,0.48902,3.72069
600501,24-Aug,1,20.98,30,14.47,22,-0.241217,-2.786756
600501,24-Sep,2,14.43,30,19.24,19,0.329648,1.086581
600501,24-Oct,8,21.16,31,23.19,18,0.205301,1.031093
600501,24-Nov,1,23.33,29,19.5,21,-0.15912,-1.193251
600501,24-Dec,2,19.54,31,18.14,22,-0.069744,-0.352573
600502,20-Jan,2,4.09,23,3.76,16,-0.073892,-0.670204
600502,20-Feb,3,3.38,28,3.86,20,0.026596,0.368108
600502,20-Mar,2,4.01,31,4.18,22,0.082902,0.910274
600502,20-Apr,1,4.17,30,3.88,21,-0.07177,-0.964216
600502,20-May,6,3.83,29,3.7,18,-0.046392,-0.651004
600502,20-Jun,1,3.71,30,3.86,20,0.043243,-0.166079
600502,20-Jul,1,3.85,31,4.64,23,0.238499,0.617925
600502,20-Aug,3,4.71,31,4.68,21,0.008621,-0.171524
600502,20-Sep,1,4.7,30,4.18,22,-0.106838,-0.402065
600502,20-Oct,9,4.23,30,3.91,16,-0.064593,-0.717268
600502,20-Nov,2,3.92,30,4.03,21,0.030691,-0.156806
600502,20-Dec,1,4.04,31,3.78,23,-0.062035,-0.351787
600502,21-Jan,4,3.78,29,3.6,20,-0.047619,0.03142
600502,21-Feb,1,3.58,26,3.73,15,0.036111,0.038469
600502,21-Mar,1,3.76,31,4.14,23,0.10992,0.779249
600502,21-Apr,1,4.19,30,4.03,21,-0.02657,-0.293876
600502,21-May,6,4.02,31,4,18,0.041449,-0.167043
600502,21-Jun,1,4.01,30,3.88,21,-0.03,-0.39243
600502,21-Jul,1,3.87,30,3.81,22,-0.018041,-0.043101
600502,21-Aug,2,3.78,31,4.04,22,0.060367,-0.103608
600502,21-Sep,1,4.08,30,3.88,20,-0.039604,-0.292382
600502,21-Oct,8,3.91,29,3.87,16,-0.002577,0.206193
600502,21-Nov,1,3.88,30,3.78,22,-0.023256,-0.645534
600502,21-Dec,1,3.76,31,4.15,23,0.097884,0.441993
600502,22-Jan,4,4.16,28,4.57,19,0.101205,1.969468
600502,22-Feb,7,4.65,28,4.5,16,-0.015317,-0.671784
600502,22-Mar,1,4.5,31,5.09,23,0.131111,1.112614
600502,22-Apr,1,5.04,29,6.28,19,0.233792,2.905061
600502,22-May,5,6.25,31,7.53,19,0.243986,1.29845
600502,22-Jun,1,7.53,30,7.2,21,-0.043825,-0.938008
600502,22-Jul,1,7.21,29,6.09,21,-0.154167,-1.289693
600502,22-Aug,1,6.08,31,5.69,23,-0.065681,-0.453185
600502,22-Sep,1,5.71,30,4.97,21,-0.126538,-0.642141
600502,22-Oct,10,4.99,31,4.61,16,-0.072435,-0.706716
600502,22-Nov,1,4.6,30,5.51,22,0.195228,0.976227
600502,22-Dec,1,5.5,30,4.8,22,-0.128857,-1.104467
600502,23-Jan,3,4.8,31,5.1,16,0.0625,-0.059429
600502,23-Feb,1,5.12,28,5.45,20,0.068627,0.431619
600502,23-Mar,1,5.42,31,6.04,23,0.108257,1.151037
600502,23-Apr,3,6.11,28,6.29,19,0.041391,0.389046
600502,23-May,4,6.29,31,5.71,20,-0.09221,-0.843976
600502,23-Jun,1,5.69,30,5.28,20,-0.032497,-0.623726
600502,23-Jul,3,5.28,31,5.67,21,0.073864,0.434897
600502,23-Aug,1,5.67,31,5.06,23,-0.107584,-0.703709
600502,23-Sep,1,5.08,28,4.91,20,-0.029644,-0.411697
600502,23-Oct,9,4.91,31,4.82,17,-0.01833,-0.037572
600502,23-Nov,1,4.84,30,4.64,22,-0.037344,-0.748613
600502,23-Dec,1,4.64,29,4.65,21,0.002155,0.28647
600502,24-Jan,2,4.63,31,4.68,22,0.006452,1.094308
600502,24-Feb,1,4.67,29,4.73,15,0.010684,-0.440362
600502,24-Mar,1,4.73,29,4.85,21,0.02537,-0.094008
600502,24-Apr,1,4.86,30,4.85,20,0,-0.026047
600502,24-May,6,4.9,31,4.89,20,0.008247,0.219453
600502,24-Jun,3,4.88,28,4.3,19,-0.06686,0.200889
600502,24-Jul,1,4.32,31,4.21,23,-0.02093,-0.24823
600502,24-Aug,1,4.23,30,4.11,22,-0.023753,0.269267
600502,24-Sep,2,4.12,30,4.86,19,0.182482,-0.312904
600502,24-Oct,8,5.34,31,4.85,18,-0.002058,-0.250558
600502,24-Nov,1,4.84,29,4.97,21,0.024742,-0.093735
600502,24-Dec,2,4.95,31,4.78,22,-0.038229,-0.060063
600503,20-Jan,2,3.22,23,3.47,16,0.091195,0.702324
600503,20-Feb,3,3.12,28,3.28,20,-0.054755,-0.319779
600503,20-Mar,2,3.32,31,3.04,22,-0.073171,-0.337874
600503,20-Apr,1,3.02,30,3.23,21,0.0625,0.235943
600503,20-May,6,3.2,29,3.9,18,0.20743,1.475444
600503,20-Jun,1,3.97,30,4.41,20,0.130769,0.528259
600503,20-Jul,1,4.45,31,4.24,23,-0.034936,-0.941424
600503,20-Aug,3,4.24,31,4.14,21,-0.023585,-0.427618
600503,20-Sep,1,4.12,30,3.63,22,-0.123188,-0.612701
600503,20-Oct,9,3.67,30,3.55,16,-0.022039,-0.182154
600503,20-Nov,2,3.55,30,4,21,0.126761,0.741683
600503,20-Dec,1,3.99,31,3.64,23,-0.09,-0.542863
600503,21-Jan,4,3.63,29,3.43,20,-0.057692,-0.048136
600503,21-Feb,1,3.42,26,3.64,15,0.061225,0.287158
600503,21-Mar,1,3.66,31,3.65,23,0.002747,-0.16647
600503,21-Apr,1,3.66,30,3.43,21,-0.060274,-0.590087
600503,21-May,6,3.43,31,3.43,18,0,-0.488738
600503,21-Jun,1,3.44,30,3.65,21,0.06414,0.394292
600503,21-Jul,1,3.7,30,3.2,22,-0.122011,-0.696305
600503,21-Aug,2,3.18,31,3.57,22,0.115625,0.242324
600503,21-Sep,1,3.56,30,3.22,20,-0.098039,-0.733345
600503,21-Oct,8,3.24,29,3.08,16,-0.043478,-0.18892
600503,21-Nov,1,3.07,30,3.12,22,0.012987,-0.406239
600503,21-Dec,1,3.12,31,3.22,23,0.032051,-0.107246
600503,22-Jan,4,3.22,28,3.09,19,-0.040373,0.461151
600503,22-Feb,7,3.12,28,3.12,16,0.009709,-0.40935
600503,22-Mar,1,3.14,31,3.35,23,0.073718,0.738719
600503,22-Apr,1,3.33,29,2.83,19,-0.155224,-0.342977
600503,22-May,5,2.9,31,2.98,19,0.053004,-0.473163
600503,22-Jun,1,2.97,30,3.18,21,0.067114,0.013022
600503,22-Jul,1,3.15,29,3.12,21,-0.017296,-0.236799
600503,22-Aug,1,3.11,31,2.95,23,-0.054487,-0.334706
600503,22-Sep,1,2.95,30,2.79,21,-0.054237,0.261731
600503,22-Oct,10,2.81,31,2.53,16,-0.09319,-0.874222
600503,22-Nov,1,2.55,30,3.11,22,0.229249,1.288563
600503,22-Dec,1,3.1,30,2.72,22,-0.125402,-1.064154
600503,23-Jan,3,2.73,31,2.84,16,0.044118,-0.284724
600503,23-Feb,1,2.84,28,2.88,20,0.014084,-0.271571
600503,23-Mar,1,2.88,31,2.69,23,-0.065972,-0.439653
600503,23-Apr,3,2.69,28,2.68,19,-0.003717,0.020376
600503,23-May,4,2.66,31,2.77,20,0.033582,0.483901
600503,23-Jun,1,2.75,30,2.83,20,0.021661,-0.040977
600503,23-Jul,3,2.84,31,3.15,21,0.113074,0.835181
600503,23-Aug,1,3.12,31,2.69,23,-0.146032,-1.163262
600503,23-Sep,1,2.72,28,2.63,20,-0.022305,-0.312489
600503,23-Oct,9,2.62,31,2.75,17,0.045627,0.522296
600503,23-Nov,1,2.74,30,2.63,22,-0.043636,-0.819179
600503,23-Dec,1,2.64,29,2.55,21,-0.030418,-0.131664
600503,24-Jan,2,2.55,31,2.28,22,-0.105883,0.211649
600503,24-Feb,1,2.28,29,2.17,15,-0.048245,-0.990494
600503,24-Mar,1,2.18,29,2.24,21,0.032258,-0.037283
600503,24-Apr,1,2.21,30,2.23,20,-0.004464,-0.075552
600503,24-May,6,2.33,31,2.12,20,-0.049328,-0.524675
600503,24-Jun,3,2.11,28,1.79,19,-0.153929,-0.911628
600503,24-Jul,1,1.78,31,1.81,23,0.011173,0.001627
600503,24-Aug,1,1.81,30,1.76,22,-0.027624,0.214868
600503,24-Sep,2,1.75,30,2.29,19,0.301136,0.815444
600503,24-Oct,8,2.51,31,2.39,18,0.043668,0.032067
600503,24-Nov,1,2.37,29,2.43,21,0.016736,-0.141612
600503,24-Dec,2,2.43,31,2.6,22,0.069959,0.944099
600505,20-Jan,2,9.69,23,8.96,16,-0.060797,-0.561333
600505,20-Feb,3,8.06,28,8.78,20,-0.020089,-0.026651
600505,20-Mar,2,8.89,31,8.9,22,0.013667,0.356587
600505,20-Apr,1,8.96,30,10.12,21,0.137079,0.902559
600505,20-May,6,9.99,29,9.07,18,-0.103755,-1.131575
600505,20-Jun,1,9.12,30,9.68,20,0.067255,0.024407
600505,20-Jul,1,9.69,31,9.02,23,-0.065256,-1.114333
600505,20-Aug,3,9.09,31,8.77,21,-0.027716,-0.460467
600505,20-Sep,1,8.77,30,7.81,22,-0.109464,-0.435895
600505,20-Oct,9,7.87,30,7.46,16,-0.044814,-0.468548
600505,20-Nov,2,7.41,30,7.2,21,-0.034853,-0.769803
600505,20-Dec,1,7.2,31,7.05,23,-0.020833,-0.070267
600505,21-Jan,4,7.04,29,5.5,20,-0.219858,-1.328918
